navn,tlf
FARSTRUP EL- SERVICE V/ KELD EWERTOLESEN,98686122
FERSLEV EL APS,98381119
FJORD-EL V/BRUNO ARENDRUP,98179336
GREENAIR  ELEKTRO IVS,51370305
GRØNBJERG INSTALLATION APS,26169865
GRØNBORG EL SONDRUP & POULSEN A/S,98179017
GULTENTORP EL,60609842
HALS EL OG MARINE APS,28779203
HASSERIS EL V/NIELS ERIK JENSEN,22128090
HJ-EL V/HENRIK JENSEN,98252167
INSTALLATØR V/HANS THOMAS CHRISTENSEN,98268935
JANSSON EL A/S,75820144
KAJ JAKOBSENS EFTF V/MICHAEL HEDEMANN NIELSEN,98173095
KEMP & LAURITZEN A/S -AALBORG,98117733
KIBO ALARM A/S,70202220
KK EL-TEKNIK APS,60198935
KL AALBORG,70101617
KONGERSLEV EL V/HENNING RYTTER,98331700
KONGERSLEV SOL OG UDLEJNING,50703430
KT ELEKTRIC AALBORG A/S,98182255
LILLEGÅRDEN EL  - AFD. AALBORG,30937010
LINDHOLM EL APS,98172500
LINDPRO A/S - AALBORG,96322000
LLB-SERVICE IVS,26114470
LUND EL HALS APS,98250550
MARIENDAL EL- TEKNIK A/S,70102077
MARIENDAL EL-TEKNIK A/S,70102077
MARINE SERVICE SEVEN,21969809
MOU-EL SERVICE V/VILLY JØRGENSEN,98311757
MT TEKNIK,40343495
NAPS CONSULT APS,20634672
NIBE INSTALLATIONSFORRETNING V/ANDERS BUUS ANDERSEN,98351400
NORDELEKTRO A/S,98124533
NORDJYSK EL & ALARM A/S,98571933
NORDJYSK TEKNIK APS,77331000
NORDVESTJYSK ELSERVICE APS AALBORG AFDELING,28579813
P.T. EL-SERVICE,98382144
PLT-TEKNIK V/PETER LØGTHOLT THOMSEN,30246912
SCHELLERUP ELTEKNIK APS,40724549
SCHMIDT EL TEKNIK APS,29929835
SIMONI,40956688
SOB-SERVICE,29894493
STORVORDE ELSERVICE APS,21283996
SURLEMONT CONSULT,23927954
SV. OLUF JENSEN APS,98296465
TA EL-SERVICE V/TORBEN ANDERSEN,98172939
TPCONSULTING,23920831
TRYL.DK V/RENÉ JENSEN,70205150
VESTER HASSING EL-SERVICE APS,40103405
VODSKOV EL APS,23953877
AGGERHOLM ENTRENØRFORRETNING V/NIS AGGERHOLM,61751848
AGGERHOLM ENTREPRENØRFORRETNING V/NIS AGGERHOLM,98661317
ANDERSENS SERVICE,31960710
ATREMO V/ BRIAN NIELSEN,27847030
BASTHOLMS JUKEBOKS UDLEJNING,98265666
BETTE LAS V/LARS JENSEN,30902485
BIRKEBÆK SERVICE,40982415
CJ ENTREPRENØR,61373279
CS JORD & KLOAK,26215527
DEN BETTE ENTREPRENØR KOMDRUP,42677990
ENTREPRENØR AAGE JENSEN,98341273
ENTREPRENØR HENRIK SØRENSEN,98343329
FERSLEV ENTREPRENØR A/S,98381772
FLEMMING JENSEN,27455307
HALS ENTREPRENØRFORRETNING V/JAN MADSEN,98250044
HANS J PEDERSEN & SØN V/JØRGEN TAGE PEDERSEN,98148788
HANS J. PEDERSEN & SØN V/ JØRGEN TAGE PEDERSEN AFDELING KLARUP,40370090
HL RENT APS,21998814
JC MULTISERVICE,30320705
JN ENTREPRISE NORD APS,40540108
JP MONTAGE AALBORG IVS,28296792
KINGO KARLSEN A/S AALBORG,87229000
KJ ENTREPRENØR,52804835
KURT CHRISTENSEN,98251167
KVIK-KAT V/CARL PETER PEDERSEN,98315624
LB KLOAK & ENTREPRENØR APS,24864952
LOUIS BONDE,24864952
MB ENTREPRENØR & ANLÆG APS,30740500
MILBAK V/ KARL-GUNNAR JENSEN,98260349
NH-ENTREPRISE V/NIELS HØJGAARD,98154199
NORDJYSK UDDYBNINGSSERVICE K/S,96313300
NORDKÆR DRÆN I/S,98259777
PH RENDEGRAVSSERVICE,98252304
RASMUSSEN MULTISERVICE,42684036
SLOTHSGÅRDEN V/PETER SLOTH STRØM BENDTSEN,20283919
SØLYST GRILL & CAFE,41100056
SPARTELPEDER APS,41122600
TILM CONTRACTORS APS,40331021
TITAN NEDBRYDNING A/S,70707804
TN ENTREPRISE APS,40202241
ULSTED ENTREPRENØRFORRETNING APS,22767709
ULSTED ENTREPRENØRFORRETNING V/ KIM HOLST CHRISTENSEN,28438745
VALENTIN & KRISTENSEN-MULTISERVICE,42672764
FISH & FRIENDS,40523366
FISK & OST APS,91915656
NJORDFISK,21222413
BEVAE APS,40500956
BUTTERFLY WOMEN,98170015
CROSSFIT DANNEBROG APS,25730066
CS CONSULTING,25460441
FIREFOX INVEST APS,40821873
FITNESS DK AALBORG BISPENSGADE,39129900
FITNESS WORLD - AALBORG ETERNITTEN,88887600
FITNESS WORLD A/S,88887600
FITNESS WORLD A/S - AALBORG GRØNLANDS TORV (FF 610),50608780
FITNESS WORLD A/S - AALBORG KENNEDY PLADS - (FF 608),50608778
FITNESS WORLD FRIIS,50606158
FITNESS WORLD AALBORG,50606231
FITNESS4LIFE APS,40853983
HJØRRING DETAIL SERVICE APS,20223343
LOOP FITNESS AALBORG APS,31245900
LOOP SVENSTRUP V/GD SØLBECK APS,40821873
MAV APS,41746242
MOTIONSCENTER /AALBORG UNIVERSITET,99408014
NORDENS FITNESS APS,25460441
PORSVEJ,88887600
STORVORDE FITNESS APS,42459280
SVENSTRUP FYSIOTERAPI V/JENS HARRING,98102500
THORØ GYM APS,50989315
DANSK ATLANTISK LOGISTIK APS,50209191
DANSK FLYT & RENGØRINGSSERVICE,53358035
FLEXI FLYT IVS,50260895
HASSERIS FLYTTEFORRETNING A/S,98162022
JACOBSEN TRANSPORT V/ J. JACOBSEN,51371225
LEOS FLYTTESERVICE V/PETER MØLLER CHRISTIANSEN,98341145
NORDJYSK FLYT OG TRANSPORT APS,25710313
NORDJYSK FLYTTESERVICE,42269890
OK-FLYT,22320509
ØBRO FLYTTEFORRETNING A/S,98159122
P.C. ØSTERGAARDS FLYTTEFORRETNING APS,98159122
AALBORG FODPLEJE,40613525
AALBORG FODPLEJE V/ULLA BIMLER,22871550
BJERRINGS FODPLEJE,25211834
CHARLOTTE SKRAM FODPLEJE,61710756
FODPLEJER & KOSMETOLOG LONE PETERSEN,98251788
FØDDER I CENTRUM KLINIK FOR FODTERAPI,21232705
FRU SCHOUS FODPLEJE,29885130
GODTHÅB FODPLEJE,26291212
KLARUP ZONE OG FODPLEJE V/JANNIE HALLE,98317813
PONGSUDA HELSE OG FODPLEJE,27994322
PONGSUDA HELSE OG FODPLEJE V/PONGSUDA OLSSON,26351193
SEBBER SUNDE FØDDER V/MARIE CLEMENSEN,60129820
SKALBORG FODPLEJE OG ZONETERAPI V/MARIANNE THORUP NIELSEN,29627660
AALBORG FODTERAPI V/KEN BO CHRISTENSEN,98101822
DENCKERS FODTERAPI,24849823
DIN FODTERAPEUT KATHRINE MEJLHOLM,30636459
FODKLINIKKEN HALS V/STATSAUT. FODTERAPEUT KAMILLA JUNGE,51809370
FODPIGEN V/ FODTERAPEUT DORTHE BACH CARLSEN,98292300
FODTERAPEUT CHEN V/STATSAUTORISERET FODTERAPEUT HUAQIN CHEN,50303166
FODTERAPEUT METTE SKOVGAARD,26161116
FODTERAPEUT PIA HOLST FISCHER,98115144
FODTERAPEUT V/ LOTTE JØRGENSEN,98294040
FODTERAPEUT VINIE CHRISTENSEN,40437871
FODTERAPI V/JONNA BRIX,98292292
FOSSINGS FODTERAPI,40809800
KLINIK FOR FODTERAPI GISTRUP APS,96366070
KLINIK FOR FODTERAPI V/ ANNE HJORTH,98131400
KLINIK FOR FODTERAPI V/BODIL KJÆR,98114400
KLINIK FOR FODTERAPI V/CHRISTINA LAUB NIELSEN,40206320
KLINIK FOR FODTERAPI V/CLENNIE BRUN PEDERSEN,26350681
KLINIK FOR FODTERAPI V/FINN DANIELSEN,40592590
KLINIK FOR FODTERAPI V/GURLI GREN PEDERSEN,98378604
KLINIK FOR FODTERAPI V/HELLE THRYSØE,26855337
KLINIK FOR FODTERAPI V/HELLE TROLLDENIER JENSEN,98192024
KLINIK FOR FODTERAPI V/HENRIK NIELSEN,26127221
KLINIK FOR FODTERAPI V/LISA GULDBÆK,28155622
KLINIK FOR FODTERAPI V/MARID INGRID HØJGAARD,27172205
KLINIK FOR FODTERAPI V/MIA HOLBERG FENGER,29726878
KLINIK FOR FODTERAPI V/PIA M.KRISTENSEN,98319067
KLINIK FOR FODTERAPI V/RIKKE MAUL RIIS,98149444
KLINIK FOR FODTERAPI V/ROSEMARY DANIELSEN,98131400
KLINIK FOR FODTERAPI V/STATS AUT FODTERAPEUT ANETTE ARLINGTON,61434344
KLINIK FOR FODTERAPI V/SUSANNE MOGENSEN,98179098
KLINIK FOR FODTERAPI V/ULLA GILKROG JØRGENSEN,98389047
KLINIK FOR FODTERAPI V/V JACOBSEN,98132052
KLINIK FOR FODTERAPI V/VIBEKE BRIX JENSEN,26564087
KLINIK FOR FODTERAPI HASSERIS,35136131
KLINIK FOR FODTERAPI SKIPPEREN,42519000
MOBIL FODTERAPEUT CHARLOTTE LARSEN,98179065
STATS. FODTERAPEUT TINA VEIRUM,40998116
STATSAUTORISERET FODTERAPEUT RIKKESKJELLERUP,20774471
STATSAUTORISERET FODTERAPEUT TRINE CHRISTENSEN,50907803
STATSAUTORISERET FODTERAPEUT TRINE HEIDELBACH LÜTT,98165200
SVENSTRUP FODTERAPI,98389047
ALM. BRAND FORSIKRING A/S AALBORG,96301200
DANICA PENSION,70112525
DANSK SØFORSIKRING G/S,24669641
KØBSTÆDERNES FORSIKRING AALBORG KONTORET,98109145
KROGHS ASSURANCE,31323086
LANDINSPEKTØRERNES GENSIDIGE ERHVERVSANSVARSFORSIKRING,98134655
SYGEFORSIKRINGEN DANMARK GS,98167000
THISTED FORSIKRING A/S,96194500
TOPDANMARK FORSIKRING A/S,44683311
VELLIV PENSION & LIVSFORSIKRING A/S,70339999
ABM NORTEK,96364710
ABM NORTEK V/BENT NIELSEN,96364710
FOTOGRAFERNE NIBE V/SVEND CHRISTENSEN,98351058
JAPAN PHOTO AALBORG A/S,98125563
360 VIRTUAL TOUR V/SØREN SLOTH,20639195
AALBORG MULTI & DRONE SERVICE IVS,25693044
AEROVIZ IVS,26808601
AG - FOTO,71542299
ALT ER VIN,20666000
ALTA MEDIA,27292441
AMALIE SANDGAARD PHOTOGRAPHY,31514555
ANA F. MARTÍN PHOTOGRAPHY,50378093
ANDREASEN MEDIA,21630091
ANITA K PHOTOGRAPHY,50451223
ANOTHER STUDIO I/S,41611189
ARNUM MEDIA,28566878
ARTOGRAPHY.DK V/JESPER FRANK,20668384
ATHOMSENFOTOGRAFI.DK,55776476
BAGHUSET/PRESSEFOTO I/S V/LARS FAURBOE HORN & MICHAEL BO RASMUSSEN,20888144
BL STUDIOS,28731733
BLINK APS,42413408
BRANDT A DESIGN,28255306
BRKNRIB PHOTOGRAPHY,30688169
BRUUN+ØSTERGAARD IVS,30214464
CENTRUM FOTOLAB/ABC SKOLEFOTO,98124004
CHARLOTTE LAURSEN PHOTOGRAPHY,50561187
CHRIS POWER PHOTOGRAPHY,22918765
CREATIVE DRONE MEDIA APS,61271490
DANISH SHIP DECOR 2017 APS,98171719
DANSKPRESSEFOTO,26745557
DEWI NIELSENS  PHOTO & LEISURE,93980805
DIAPHONI A/S,99333900
DLPHOTO,53623157
DRONE-PILOT NORDJYLLAND,60878983
DRONEFOTO NORD APS,22536167
DRONEVAGTEN,25487499
EMINEO I/S,29251202
EMMA SILKE,27624171
ENGLEROD,60592930
EXPO FOTOGRAFI,98252218
EXPOSE THE ART,30867232
FÆRCH MEDIA,22926422
FINN ANDREAS THOMSEN,55776467
FLERON FOTOGRAFI V/BETINA FLERON HEDE,40568219
FORMATFOTO,50323200
FORSBERG FOTO,42800057
FOTO MEKKA IVS,21960862
FOTOGRAF CATHRINE ERTMANN,51725224
FOTOGRAF CIANNE CHRISTIANSEN,42243050
FOTOGRAF JENIFER LAURSEN,41110795
FOTOGRAF JIMMY LIND,21627242
FOTOGRAF JOHNY KRISTENSEN,31354556
FOTOGRAF KRISTINE HALGAARD,20774221
FOTOGRAF LOUISE DYBBRO,21255659
FOTOGRAF MICHAEL BO RASMUSSEN,20888144
FOTOGRAF NICOLAS CHO,26204462
FOTOGRAF VIBEKE PEDERSEN,60187060
FOTOJOURNALIST ANNE MYRUP,21729625
GAARDSMAND FILM V/ THOMAS GAARDSMAND ANDERSEN,22184909
GAJHEDE PHOTOGRAPHY V/MADS GAJHEDE,31901892
GALLERI KLITHAGEN FOTO,98350130
GLAVIND IT,61687331
GOLFFOTOGRAFEN.DK,20863535
HELT SKARPT,60705115
HENRIK WAGNER G PHOTOGRAPHY,50185358
HILLSIDE HOUSE V/THORKIL JENSEN,21755405
HIMMERLAND DRONEFOTO,60664931
HOLMGREEN,41934313
HOMAGE ARTISTERY TREND UNIVERSAL,21679730
IMAGES4U,21908810
INFORMATIONSSPECIALIST V/OLE VAD NIELSEN,98166516
JAKOB HAMMER MEDIA,31550013
JC VISUELDESIGN V/JACOB CHRISTENSEN,81612335
JENSEN AERIAL PHOTOGRAPHY V/K.M. JENSEN,20281078
JESPER KRISTIAN IVS,27640187
JF PHOTOGRAPHY,27591797
JSK MEDIA,25684011
JULIE M.,93949446
JUSTEN APS,98113800
JYLLAND DEN 18-12-2019 IVS,51924905
KEWI,58515182
KLAUDIA DALENA PHOTOGRAPHY,20499429
KORNUM FOTO,52222232
LARS A. FOTO,53541148
LARS INGEMANN,41657272
LARS MEAKIN,22776626
LARSENFORM V/ SØREN LARSEN,40963611
LAVAROCKPHOTO.DK BY LARS V. ANDERSEN,22511758
LEERBECH,30319445
LIT DESIGN,29211098
MARIA ELLERMANN FREELANCE,29899586
MARTIN BAK PHOTOGRAPHY,31213933
MIN FORRETNING / LASSE KROGH RINDSBORG,27516056
MOMENT,71470766
MONIS STUDIO,22674162
MORTEN HILMER NATURFOTOGRAFI,88802981
MY DRONE PHOTO IVS,25175433
MY FOTOGRAFI V/MAY-BRITT VESTGAARD KNUDSEN,20777669
NATHALIE FOTO V/NATHALIE NOEMI ROUQUETTE,31317465
NATURJOURNALIST JAN SKRIVER,98352139
NG21,29251202
NICOLAI LØVGRET - PHOTOGRAPHY AND CONTENT,22391816
NICOLAI WEST,60170880
NO LESS,25470769
OCTA-IT&MEDIA,21343203
OKAN GÜLTEKIN,42956099
OLIVER SØNNICHSEN,26358941
PETER DRASTRUP PHOTOGRAPHY,52883505
PETERHALSKOV.COM,98160040
PFP-NYHEDS-FOTO V/PER F. PAULSEN V/PER FRANK PAULSEN,98995066
PHOTOART BY JP,53639212
PHOTOSBYMAIKEN,23702138
PRESSEFOTOGRAF HENNING BAGGER,98122417
PSYKOTERAPEUT OG KONSULENT - JONAS SHARCK,28727309
PTC V/PETER CARLSEN,22419590
PULLEN MEDIA,61692509
R2UD.DK V/JAKOB RUUD POULSEN,52659227
RASMUS SKAFTVED FOTO,28193555
RASMUSSENFOTO.DK,60162386
RAWESOME,60130439
RICKY SAM ZENFOTO,29710221
RIISHEDE MEDIA,21915391
ROCCO PEDITTO PHOTOGRAPHY,31238961
RYTTERS FOTO V/BENNY SUNE RYTTER,23450032
SAMUEL KANU,28470128
SAND GRAFIK,25602323
SC - FOTOGRAFI / AALBORG LUFTFOTO V/STEEN CHRISTENSEN,98172761
SEA-CAM V/DAN KAASBY,40574626
SIMON MÜLLER APS,24253351
SIMON VAMMEN NATURFOTOGRAFI,28573515
SKYMODO MEDIA,50263005
SMARTPOSTER,91151100
SOENDERJYDEN,29824057
STRANDENG MEDIA,26374014
STUDIO 03 V/SVEINN HJARTARSON,22788303
THOMAS MELDGAARD JENSEN,22779801
THOMASBROEN,28519785
TOLOVISION I/S,20405512
TPHOTOGRAPHY,21955001
ULSTED FOTO,20282782
VANGSGAARD AVIATION,53350090
VANGSGAARD CONSULT,41675995
VISUTASK APS,50558753
WEDDEPICS,60506123
WERENBERG PHOTOGRAPHY V/MIKKEL WERENBERG LARSEN,22747438
ZINK GROUP,40570439
ZINNMEDIA,27622799
ANDREAS MUNKHOLM,98163400
ART CUT,50519233
ART OF HAIR V/ROBERT KROGH OG HENRIK BRANDT,98113933
ARTHOUSE CREATIVE VIBRATIONS FEEL,98140008
ARTISTIC V/LOTTE NØRREMOSE PAULSEN,98120048
BS BARBERSHOP,53515319
BARBEREN VESTERAA V/JAN OLE PEDERSEN,98136230
BARBERSHOP BY JEFF & JOE,52751615
BEAUTYCOS APS,66194949
BERTELSEN COIFFURE APS,98158500
BG KONSULENTVIRKSOMHED,26459048
BIRGITTE KLIP V/BIRGITTE W CHRISTIANSEN,98317075
BLSIMONSEN,98122188
BRO-SALONEN V/DIANNA NIELSEN,98191893
BUNKS HÅRDESIGN,98352566
BURMØLLE APS,98166444
BUTTERFLY V/ALI SALIM ABDUL-LATIF,98128212
BY - GRAM V/PERNILLE GRAM CHRISTENSEN,98139691
BY BERSANG,22629636
BY GRIMM IVS,26459048
BY LYNGESEN,39202526
CABELLO BEAUTY,31558090
CABOON HAIRSHOP,96300301
CAMILLAF AALBORG,98109080
CHAO CHAO V/JESUS RICARDO RODRIGUEZ CABRERO,98129004
CITY KLIP V/MARIANNE FALKENSTEN STEN,98123812
CITY SALONEN HOS MICHELLA V/MICHELLA KIRCH PEDERSEN,25338881
CUT4U V/METTE CHRISTINA SKOV,96303808
DAMEFRISØR ALICE HEDIN,98254265
DAMEFRISØR BIRTHE MØLLER,98187005
DAMEFRISØR KAREN M FREDERIKSEN,98331657
DAMEFRISØR KIRSTEN KRISTENSEN,98333368
DAMESALONEN V/BODIL BUNDGAARD,98139970
DG KLIP,98159898
DNOR,60240132
ECLORE V/ KRISTINA KASTBJERG FYNBO,98120407
ELSA PAIVA HAIRDRESSERS,93961972
ELTVED LENETTE ELTVED,70204770
ERIK PRAECIUS,20105344
ESKO HAIR STUDIO APS,98116699
FADE ZONE,52709154
FÆRØKLIP HAIR BY HENRIKSEN & BARTHOLDI,98136195
FÆRØKLIP V/GERDA HENRIKSEN,98134748
FRISØR BLAABERG,20919121
FRISØR CHRIS K V/HANS KRISTIANSEN,98686312
FRISØR DENHARDT APS,40727373
FRISØR DOLLERUP V/METTE DOLLERUP,25753447
FRISØR GAI V/KRISTINA GAI HJULMAND,25140223
FRISØR H V/HEIDI JENSEN,41426932
FRISØR HANNE V/HANNE ERICHSEN,98134348
FRISØR HELLE HOLVING,98323260
FRISØR HOS PETER,53691904
FRISØR LANDER V/MIA RASMUSSEN,98192503
FRISØR LENE HELLERUP,98188281
FRISØR METTE,41676902
FRISØR NYMARK,22822880
FRISØR OG HUDSALONEN V/TRINE GULDBÆK ØSTERGAARD,41136969
FRISØR STINA,29707966
FRISØR STRØM HELLE RISE,98352308
FRISØR VAGN TOFT,98130914
FRISØR VESTMARK,26356342
FRISØREN V/ ANITA GODIKSEN,98332295
FRISØREN V/ANETTE EINFELDT BAK,98173335
FRISØREN V/JENNIFER SØRENSEN,98204078
FRISØRVIRKSOMHEDEN KLIPPEHULEN SVENDSTRUP APS,98383009
GALLERI HAIR APS,98140118
HAAR FRISØR,22338085
HAIR AMBITION APS,31126704
HAIR AND BEAUTY,26200276
HAIR BY FREDBORG,98137575
HAIR BY HARRITZ,98131611
HAIR BY JUDITH,30420453
HAIR BY RYTTER V/HEIDI HARTMANN,98124725
HAIR CARE V/OLGA ISHØY,22311788
HAIR FASHION V/BETINA RAVNBORG,98112177
HAIR ROOM V/TANJA KRÜGER NIELSEN,32111344
HAIRCUT AND BEAUTY,42720729
HÅR SHOP BY CARØE VIBEKE CARØE NIELSEN,98121717
HÅRDESIGN V/ANETTE SØRENSEN,98252656
HÅRDESIGN/RIKKE VITTRUP LEFEVRE ANDERSEN,98131946
HÅRKLIPSEN V/HANNE MUNK,98255811
HÅRKUNST APS,98170711
HÅRSMEDJEN V/LENA CHRISTIANSEN,98293589
HÅRTENSIA V/ANNEMETTE NIENHUIS,20467274
HÅRVÆRKSTEDET V/GITTE BECH-JENSEN,98184636
HERREFRISØR K C ISAKSEN,98293920
HERREFRISØREN I NØRREGADE,61813099
HOS LOTTE V/LOTTE BIRGITTE BJERRING,98292075
KLIP & SOL,98147510
KLIP 31,98183131
KLIP KLIP,98128393
KLIP OG DESIGN V/BIRGITTE COLDING,98140466
KLIP OG FORM V/VIVI NIELSEN,98164229
KLIP-IN V/LENE MADSEN,98101515
KLIPZEN,60240020
KLIPOTEKET V/MAIBRITT GELBEK ANDREASEN,98380411
KLIPPEHUSET V/HAFIZULLAH MIR,98132125
KLIPPEKUNST V/LISELOTTE JØRGENSEN,98188254
KLIPPESTUEN DIN FRISØR V/MARIAN GODIKSEN,98126691
LANGT HÅR NU V/MARIANNE BOLETTE THOMSEN,33110032
LILLIAN ANYAYO - HAIR & MAKEUP,41188381
LINN KNAP,41631134
LOKMAN IBRAHIM DAWI,43161333
LOKOO V/CHRISTINA,26220244
LOLLY HAIR STYLE,60468806
MARTINS BARBERSHOP V/MARTIN L I SVENSSON,98124788
MD KOSMETIK IVS,93850077
METTE MY FRISØR & KOSTVEJLEDER,60616814
METTE TJELL,30624782
MY & HOLGER JYLLANDSGADE,51721380
MY & HOLGER VOL. 2,98111411
MY HAIR STUDIO,61402828
MYEXTENSIONS,23232309
NEW HAIR ANNIKA BLOHM,98126491
NEW STYLE,20146097
NEW STYLE V/SARKIS YUOLUOS SARKIS,98173009
NO SHORT CUT.,42201943
PARK STYLING AALBORG APS,98128284
PATTAMAPORN - BEAUTY & WELNESS,29823490
PER BUSK HAIRDRESSER V/PER BUSK PEDERSEN,98124840
PIAS HJEMMEKLIP V/PIA NIELSEN,28780092
PLII HAIRSTYLING V/SUSANNE KRISTENSEN,30254098
POLARKLIP V/PIA HINRUP,98143544
POUL M - ÅLBORG STORCENTER,86411777
POUL M - FRIIS,86411777
POUL M - NØRRESUNDBY,86411777
POUL M - SHOPPEN,86411777
SAKSPAAHJUL,23209983
SALLYMANE,60716260
SALON HAIR STYLE V/ISSA HASHIM HAIDAR,98115487
SALON 58 V/HANNE RISE NIELSEN,98293835
SALON AALBORG,71320235
SALON ANE S,31182027
SALON ANN V/ANN TOPGAARD C KRISTENSEN,98250288
SALON BEAUTY V/GITTE TORDRUP SØGAARD,42219595
SALON BENTE V/BENTE JENSEN,98261155
SALON BONNE V/ULRIKKA BONNE MADSEN,98313555
SALON CAIRO,98121274
SALON CARINA V/ELSE LUNDSGAARD BAK,98293514
SALON CHIC/LENE THORSEN,32506614
SALON DIVA V/SELAATTIN INEKCI,42371193
SALON FREE STYLE,98127160
SALON GARBO V/SOLVEIG CORNELIUSSEN,98123391
SALON GIOVANNI,29242627
SALON GRO V/TRINE KLITGAARD,49409135
SALON HAIR STYLE V/ABDUL KHALIQ MAJED AL-LAMMI,98101080
SALON HAIR V/PERNILLE KÆR,98317090
SALON HAIR V/RIKKE JUUL THYGESEN,96360098
SALON HÅRFIX V/LISA PEDERSEN,98315215
SALON HÅRKUNST V/ANNELI MARIAH LARSEN,98253711
SALON HÅRNÅLEN V/KAREN MOGENSEN,98666456
SALON HOLSTEIN V/JANNE HOLSTEIN ANDREASEN,98317072
SALON JETTE V/JETTE PALSGÅRD THOMSEN,98383358
SALON KIRI V/KIRI LUND SØRENSEN,30960488
SALON KLIPS,98148233
SALON L I/S,24843484
SALON LAURA V/FATMIR GASHI,98179092
SALON LENETTE V/LENE LYDHOLM,98170601
SALON LENTZ /HEIDI LENTZ PEJTERSEN,98116300
SALON LINA NØRRESUNDBY,98172299
SALON LINET LISSY SØRENSEN,98170646
SALON M,40143080
SALON M/K,98269511
SALON MARCUS V/TANYA THOMA YALDA,27977360
SALON MIDO,42208895
SALON MON,50418746
SALON MONDIAL,92263186
SALON MOZART V/HELLE JANSSON GREGERSEN,98343663
SALON NAUJA V/NAUJA JENSEN,30244062
SALON NEW IMAGE,98318038
SALON NOBLE V/HANNE DANIELSEN,98170759
SALON OHAIR V/TINA DAM GADE,98126449
SALON PREMIUM,22509360
SALON PRINS,25726010
SALON SAKSEN V/CONNIE KNUDSEN,98319392
SALON SAR & GULBÆK I/S,22332624
SALON SCHMÜCKER V/RIKKE SCHMÜCKER,98352599
SALON SISTERS I/S,98186600
SALON SOLVEIG,98126152
SALON THERESE I/S,98175111
SALON TINA V/FERIDA GRACANIN,27571622
SALON TØLBØLL V/HELLE TØLBØL PETERSEN,98178666
SALON UNIQUE,26717060
SALON YVONNE V/AASE AGNETHE HAUKROGH,98134647
SALONEN V/INGE-LISE HUSMANN,98252700
SCANDIC PRI.TI,42222932
SELSKABET AF 21. SEPTEMBER 2018 AALBORG APS,98122188
SIMPLY HAIR BY CHRISTINE,31790104
SIMPSON.ST,93306230
SKALBORG SALON,98188867
SKANSENS FRISØRCENTER V/INGE KANSTRUP,98179917
SKIPPEREN FRISØR SALON,42240876
SKIPPERSALONEN V/TINNA HØGH,98126140
SMUK BY GREN,93869240
STINE GULBÆK,60709871
STORVORDE HERRE- & DAMEFRISØRSALON/BIRGIT NØRGÅRD VILLADSEN,98317016
STRAA V/STINE,28908411
TINNA HASSE - DIN FRISØR V/TINNA HASSE-ANDERSEN,28977323
TOUCH OF STYLE,98121255
U.L. STUDIO V/ULYANA LALAK,23935289
VAERK STUDIO,28603494
VAGNER HAIRSTYLE,60541168
VESTBYENS FRISØR V/METTE SØRENSEN,27634198
VISIONS BY NICOLE & MICHELLE APS,98101086
VIVIS MOBIL KLIP,29887509
ZAKS V/ HELLE M NIELSEN,88822979
ZOOM BY ZOOM AALBORG,98126140
ZOOM BY ZOOM NIBE I/S,60139240
AALBORG FYSIOTERAPI APS,98143333
AALBORG NEURO KLINIK APS,60543666
AALBORG OSTEOPATI,30484547
AALBORG SMERTE- OG SPORTSKLINIK,21957888
AALBORG SPORT & FYSIOTERAPI,60756556
ANETTE KIRK JOHANSEN,98133280
ANJA CHRISTOFFERSEN FYSIOTERAPI,22946695
ARKADENS FYSIOTERAPI & SUNDHEDSCENTER APS,99204060
AUTORISERET FYSIOTERAPEUT GORM HANSEN APS,98171209
AUTORISERET FYSIOTERAPEUT JONNI ANDERSEN,20158943
BODYFYSIO,61656575
CAMILLA NORS,30662437
CAMILLA OXVIG V/CAMILLA OXVIG NIELSEN,28433876
CB-HEALTH V/CLAUS BUCHHOLTZ,27622233
CHARLOTTE HJULMAND,40345641
CHRISTIAN MIKKELSEN FYSIOTERAPI,27586018
DEN GYLDNE VINKEL,60378716
DEVIVA V/SOLVEIG MARIA RADUT,30405555
DIN FYS,22773395
DIN-FYSIO,61694862
DINSEJR IVS,20355862
EMOTION FYSIOTERAPI,42333347
ERGO-KONSULENT V/MALENE M. NIELSEN,28861503
ERGOTERAPIEN.DK,20611021
FIRMA-FYSSEN V/HEIDI VISSING HANSEN,22996066
FYSHIKALT V/ANDERS SHIK STEFFENSEN,61664609
FYSIO & PSYKOTERAPI V/ SANNE STÆHR WEHNER,21294716
FYSIO-FIT,31349260
FYSIO-ON,29421842
FYSIO-ON APS,29421842
FYSIODANMARK AALBORG ØST,99204060
FYSIODANMARK HASSERIS,99204060
FYSIOEA,60148788
FYSIOENERGY,22923040
FYSIOTERAPEUT AASE WINTHER,24637081
FYSIOTERAPEUT HANNE FAULKNER,98292301
FYSIOTERAPEUT JACOB IVERSEN,98162369
FYSIOTERAPEUT JACOB THURE SØRENSEN,98353680
FYSIOTERAPEUT JENS ERIK JØRGENSEN,98139585
FYSIOTERAPEUT KARIN REVSBECH,98291072
FYSIOTERAPEUT LAILA LINNEBERG,98121441
FYSIOTERAPEUT LISE WORTZIER NØRBY,20850153
FYSIOTERAPEUT LOTTE BAK BUSKBJERG,31757300
FYSIOTERAPEUT MARK ROMMEDAL,51200012
FYSIOTERAPEUT METTE RASMUSSEN,23271730
FYSIOTERAPEUT MIA KROGSGAARD,29706162
